order_id,date,product_id,country_id,marketplace,quantity,revenue,cost,margin_pct,returned
1394,2024-09-28,18,5,Amazon,2,99.98,44.0,55.99,0
1395,2024-12-11,10,1,Kaufland,1,199.99,130.0,35.0,1
1396,2024-03-17,6,2,Amazon,1,249.99,150.0,40.0,0
1397,2024-07-22,9,7,Amazon,1,299.99,190.0,36.66,1
1398,2024-04-25,15,5,Kaufland,1,229.99,150.0,34.78,0
1399,2024-01-17,3,5,Kaufland,1,479.99,320.0,33.33,0
1400,2024-12-25,18,4,Allegro,1,49.99,22.0,55.99,0
1401,2024-02-18,14,5,Amazon,2,259.98,150.0,42.3,1
1402,2024-10-17,8,2,Kaufland,1,199.99,120.0,40.0,0
1403,2024-10-05,3,5,Amazon,1,479.99,320.0,33.33,0
1404,2024-03-14,11,1,Amazon,2,359.98,220.0,38.89,0
1405,2024-10-15,13,8,Amazon,1,49.99,25.0,49.99,0
1406,2024-07-15,13,5,Allegro,2,99.98,50.0,49.99,0
1407,2024-01-28,3,4,Kaufland,1,479.99,320.0,33.33,0
1408,2024-10-31,3,4,Allegro,1,479.99,320.0,33.33,0
1409,2024-08-18,1,5,Allegro,1,699.99,490.0,30.0,0
1410,2024-12-04,13,4,Allegro,1,49.99,25.0,49.99,0
1411,2024-02-12,10,7,Allegro,1,199.99,130.0,35.0,0
1412,2024-07-03,21,2,Amazon,1,89.99,48.0,46.66,0
1413,2024-02-22,10,4,Allegro,1,199.99,130.0,35.0,0
1414,2024-02-22,15,5,Allegro,1,229.99,150.0,34.78,0
1415,2024-07-16,3,5,Allegro,1,479.99,320.0,33.33,0
1416,2024-05-04,3,6,Allegro,1,479.99,320.0,33.33,0
1417,2024-05-17,13,2,Amazon,1,49.99,25.0,49.99,0
1418,2024-02-09,14,3,Amazon,1,129.99,75.0,42.3,1
1419,2024-08-22,21,4,Allegro,1,89.99,48.0,46.66,0
1420,2024-06-17,13,4,Allegro,1,49.99,25.0,49.99,0
1421,2024-06-13,21,9,Amazon,1,89.99,48.0,46.66,0
1422,2024-06-12,16,3,Kaufland,1,179.99,115.0,36.11,0
1423,2024-06-15,16,9,Allegro,1,179.99,115.0,36.11,0
1424,2024-04-12,13,4,Kaufland,1,49.99,25.0,49.99,0
1425,2024-08-24,22,6,Amazon,3,299.97,165.0,44.99,0
1426,2024-07-28,10,7,Amazon,1,199.99,130.0,35.0,0
1427,2024-08-04,10,2,Allegro,2,399.98,260.0,35.0,0
1428,2024-09-16,20,4,Amazon,3,389.97,216.0,44.61,0
1429,2024-07-03,14,5,Allegro,2,259.98,150.0,42.3,0
1430,2024-05-07,20,5,Amazon,1,129.99,72.0,44.61,0
1431,2024-11-26,21,5,Allegro,1,89.99,48.0,46.66,0
1432,2024-01-06,11,9,Amazon,1,179.99,110.0,38.89,0
1433,2024-04-23,17,5,Allegro,1,59.99,30.0,49.99,0
1434,2024-06-25,22,5,Allegro,3,299.97,165.0,44.99,0
1435,2024-02-29,10,4,Kaufland,2,399.98,260.0,35.0,0
1436,2024-04-15,12,3,Amazon,1,279.99,160.0,42.86,0
1437,2024-06-12,4,4,Allegro,1,629.99,440.0,30.16,0
1438,2024-02-25,4,1,Amazon,1,629.99,440.0,30.16,0
1439,2024-06-18,8,4,Allegro,1,199.99,120.0,40.0,1
1440,2024-04-05,8,7,Allegro,1,199.99,120.0,40.0,0
1441,2024-08-18,1,6,Kaufland,1,699.99,490.0,30.0,0
1442,2024-02-02,7,2,Allegro,1,299.99,190.0,36.66,0
1443,2024-08-22,18,2,Amazon,1,49.99,22.0,55.99,0
1444,2024-11-01,16,4,Allegro,1,179.99,115.0,36.11,0
1445,2024-11-12,4,4,Kaufland,1,629.99,440.0,30.16,0
1446,2024-12-10,10,8,Allegro,1,199.99,130.0,35.0,0
1447,2024-03-13,10,2,Amazon,1,199.99,130.0,35.0,0
1448,2024-09-06,5,5,Amazon,1,399.99,260.0,35.0,0
1449,2024-03-26,21,8,Amazon,1,89.99,48.0,46.66,0
1450,2024-07-02,11,7,Allegro,3,539.97,330.0,38.89,0
1451,2024-09-15,7,7,Kaufland,1,299.99,190.0,36.66,0
1452,2024-09-07,16,4,Kaufland,1,179.99,115.0,36.11,0
1453,2024-10-02,8,3,Amazon,1,199.99,120.0,40.0,0
1454,2024-10-08,19,6,Allegro,1,39.99,18.0,54.99,0
1455,2024-07-06,9,6,Kaufland,1,299.99,190.0,36.66,0
1456,2024-02-22,15,5,Kaufland,2,459.98,300.0,34.78,0
1457,2024-08-18,8,3,Kaufland,1,199.99,120.0,40.0,0
1458,2024-05-01,3,4,Kaufland,1,479.99,320.0,33.33,0
1459,2024-08-07,12,8,Allegro,1,279.99,160.0,42.86,0
1460,2024-10-18,7,7,Kaufland,1,299.99,190.0,36.66,0
1461,2024-05-29,18,2,Kaufland,1,49.99,22.0,55.99,0
1462,2024-02-18,17,9,Allegro,1,59.99,30.0,49.99,0
1463,2024-12-01,14,8,Kaufland,1,129.99,75.0,42.3,0
1464,2024-05-06,8,2,Amazon,2,399.98,240.0,40.0,0
1465,2024-11-17,16,2,Allegro,1,179.99,115.0,36.11,0
1466,2024-07-25,21,7,Allegro,1,89.99,48.0,46.66,0
1467,2024-10-24,12,4,Amazon,1,279.99,160.0,42.86,0
1468,2024-12-06,3,6,Amazon,1,479.99,320.0,33.33,0
1469,2024-04-18,18,4,Kaufland,1,49.99,22.0,55.99,0
1470,2024-10-16,10,4,Allegro,2,399.98,260.0,35.0,0
1471,2024-11-16,22,6,Amazon,2,199.98,110.0,44.99,0
1472,2024-08-21,4,8,Amazon,1,629.99,440.0,30.16,1
1473,2024-11-28,7,9,Kaufland,1,299.99,190.0,36.66,0
1474,2024-02-12,9,1,Amazon,1,299.99,190.0,36.66,1
1475,2024-12-24,6,1,Allegro,2,499.98,300.0,40.0,0
1476,2024-09-01,3,5,Amazon,1,479.99,320.0,33.33,0
1477,2024-12-22,17,5,Amazon,1,59.99,30.0,49.99,0
1478,2024-04-27,14,5,Amazon,1,129.99,75.0,42.3,0
1479,2024-06-02,4,2,Amazon,1,629.99,440.0,30.16,0
1480,2024-02-05,5,5,Allegro,1,399.99,260.0,35.0,0
1481,2024-04-19,21,2,Amazon,1,89.99,48.0,46.66,0
1482,2024-04-21,14,5,Amazon,1,129.99,75.0,42.3,0
1483,2024-08-07,4,5,Amazon,1,629.99,440.0,30.16,0
1484,2024-11-03,9,5,Amazon,1,299.99,190.0,36.66,0
1485,2024-06-03,1,7,Allegro,1,699.99,490.0,30.0,0
1486,2024-01-28,7,6,Amazon,2,599.98,380.0,36.66,0
1487,2024-09-12,8,4,Amazon,1,199.99,120.0,40.0,0
1488,2024-03-08,1,9,Kaufland,1,699.99,490.0,30.0,0
1489,2024-08-29,14,4,Allegro,3,389.97,225.0,42.3,0
1490,2024-04-20,1,5,Amazon,1,699.99,490.0,30.0,0
1491,2024-09-13,13,4,Allegro,2,99.98,50.0,49.99,0
1492,2024-11-11,13,1,Allegro,1,49.99,25.0,49.99,0
1493,2024-03-20,3,4,Amazon,1,479.99,320.0,33.33,0
1494,2024-11-25,21,6,Allegro,1,89.99,48.0,46.66,0
1495,2024-08-10,8,1,Amazon,1,199.99,120.0,40.0,0
1496,2024-03-30,2,3,Allegro,1,549.99,380.0,30.91,0
1497,2024-09-24,1,2,Kaufland,1,699.99,490.0,30.0,0
1498,2024-05-17,9,2,Amazon,2,599.98,380.0,36.66,0
1499,2024-09-25,1,4,Amazon,1,699.99,490.0,30.0,0
1500,2024-09-18,19,5,Amazon,1,39.99,18.0,54.99,0
1501,2024-02-22,19,2,Amazon,2,79.98,36.0,54.99,0
1502,2024-01-23,4,2,Allegro,2,1259.98,880.0,30.16,0
1503,2024-03-17,2,4,Amazon,1,549.99,380.0,30.91,1
1504,2024-12-01,2,5,Kaufland,1,549.99,380.0,30.91,0
1505,2024-02-09,14,8,Amazon,1,129.99,75.0,42.3,0
1506,2024-09-21,22,8,Amazon,3,299.97,165.0,44.99,1
1507,2024-06-08,3,8,Kaufland,1,479.99,320.0,33.33,0
1508,2024-06-04,1,4,Amazon,2,1399.98,980.0,30.0,0
1509,2024-04-10,12,5,Amazon,2,559.98,320.0,42.86,0
1510,2024-01-13,8,2,Kaufland,1,199.99,120.0,40.0,0
1511,2024-12-02,1,9,Amazon,1,699.99,490.0,30.0,0
1512,2024-05-01,10,2,Allegro,1,199.99,130.0,35.0,1
1513,2024-04-28,5,6,Amazon,2,799.98,520.0,35.0,0
1514,2024-10-24,12,4,Allegro,1,279.99,160.0,42.86,0
1515,2024-08-10,13,1,Allegro,1,49.99,25.0,49.99,0
1516,2024-07-20,10,3,Amazon,2,399.98,260.0,35.0,0
1517,2024-04-13,11,4,Amazon,1,179.99,110.0,38.89,0
1518,2024-08-26,4,2,Amazon,1,629.99,440.0,30.16,0
1519,2024-06-06,12,9,Amazon,1,279.99,160.0,42.86,0
1520,2024-12-26,3,2,Allegro,1,479.99,320.0,33.33,0
1521,2024-07-01,11,2,Allegro,1,179.99,110.0,38.89,0
1522,2024-01-16,10,3,Kaufland,3,599.97,390.0,35.0,0
1523,2024-08-24,18,6,Amazon,1,49.99,22.0,55.99,0
1524,2024-04-23,4,1,Kaufland,1,629.99,440.0,30.16,0
1525,2024-02-13,12,5,Kaufland,1,279.99,160.0,42.86,0
1526,2024-11-26,3,1,Amazon,1,479.99,320.0,33.33,0
1527,2024-01-26,11,2,Kaufland,1,179.99,110.0,38.89,0
1528,2024-08-06,13,4,Amazon,1,49.99,25.0,49.99,0
1529,2024-03-17,6,3,Amazon,1,249.99,150.0,40.0,0
1530,2024-10-08,8,5,Amazon,1,199.99,120.0,40.0,0
1531,2024-09-26,13,2,Amazon,1,49.99,25.0,49.99,1
1532,2024-12-31,18,7,Kaufland,1,49.99,22.0,55.99,0
1533,2024-06-13,16,4,Allegro,1,179.99,115.0,36.11,0
1534,2024-05-23,11,5,Amazon,1,179.99,110.0,38.89,1
1535,2024-04-29,17,4,Allegro,3,179.97,90.0,49.99,0
1536,2024-01-29,22,2,Allegro,2,199.98,110.0,44.99,1
1537,2024-06-30,19,7,Allegro,3,119.97,54.0,54.99,1
1538,2024-12-23,6,2,Allegro,1,249.99,150.0,40.0,0
1539,2024-10-15,12,9,Allegro,3,839.97,480.0,42.86,0
1540,2024-01-20,16,5,Amazon,1,179.99,115.0,36.11,0
1541,2024-06-18,8,1,Amazon,3,599.97,360.0,40.0,0
1542,2024-06-14,5,4,Amazon,1,399.99,260.0,35.0,0
1543,2024-07-05,5,6,Kaufland,3,1199.97,780.0,35.0,0
1544,2024-06-03,22,4,Amazon,1,99.99,55.0,44.99,1
1545,2024-11-28,14,7,Kaufland,1,129.99,75.0,42.3,0
1546,2024-07-01,18,5,Kaufland,1,49.99,22.0,55.99,0
1547,2024-05-30,6,4,Allegro,1,249.99,150.0,40.0,0
1548,2024-10-17,19,4,Kaufland,1,39.99,18.0,54.99,0
1549,2024-09-11,20,2,Allegro,1,129.99,72.0,44.61,0
1550,2024-11-21,8,4,Amazon,2,399.98,240.0,40.0,0
1551,2024-08-16,22,5,Kaufland,1,99.99,55.0,44.99,0
1552,2024-01-01,3,4,Allegro,1,479.99,320.0,33.33,0
1553,2024-09-09,14,9,Kaufland,2,259.98,150.0,42.3,0
1554,2024-10-22,13,2,Amazon,1,49.99,25.0,49.99,0
1555,2024-01-18,6,4,Allegro,1,249.99,150.0,40.0,0
1556,2024-07-11,4,1,Amazon,1,629.99,440.0,30.16,0
1557,2024-09-04,3,4,Kaufland,2,959.98,640.0,33.33,0
1558,2024-03-21,21,2,Kaufland,1,89.99,48.0,46.66,0
1559,2024-10-03,7,4,Allegro,1,299.99,190.0,36.66,0
1560,2024-10-08,8,1,Amazon,2,399.98,240.0,40.0,0
1561,2024-12-04,12,1,Amazon,1,279.99,160.0,42.86,0
1562,2024-05-29,4,1,Amazon,3,1889.97,1320.0,30.16,0
1563,2024-09-07,4,3,Amazon,2,1259.98,880.0,30.16,0
1564,2024-07-14,21,5,Amazon,1,89.99,48.0,46.66,0
1565,2024-05-17,9,4,Amazon,1,299.99,190.0,36.66,0
1566,2024-10-04,22,1,Allegro,1,99.99,55.0,44.99,0
1567,2024-09-24,8,5,Kaufland,1,199.99,120.0,40.0,0
1568,2024-06-02,16,5,Amazon,1,179.99,115.0,36.11,1
1569,2024-10-19,2,4,Kaufland,1,549.99,380.0,30.91,0
1570,2024-03-26,4,9,Amazon,3,1889.97,1320.0,30.16,0
1571,2024-12-15,5,1,Amazon,1,399.99,260.0,35.0,1
1572,2024-06-12,21,2,Allegro,3,269.97,144.0,46.66,1
1573,2024-10-09,3,1,Allegro,1,479.99,320.0,33.33,0
1574,2024-12-24,15,8,Amazon,1,229.99,150.0,34.78,0
1575,2024-10-17,14,2,Amazon,1,129.99,75.0,42.3,0
1576,2024-02-21,4,8,Allegro,2,1259.98,880.0,30.16,0
1577,2024-12-01,12,8,Amazon,1,279.99,160.0,42.86,0
1578,2024-11-12,2,2,Amazon,1,549.99,380.0,30.91,0
1579,2024-12-19,2,4,Kaufland,1,549.99,380.0,30.91,0
1580,2024-06-04,9,8,Amazon,1,299.99,190.0,36.66,0
1581,2024-03-09,22,1,Kaufland,1,99.99,55.0,44.99,0
1582,2024-11-26,11,3,Amazon,1,179.99,110.0,38.89,0
1583,2024-07-10,14,6,Allegro,2,259.98,150.0,42.3,0
1584,2024-07-25,6,1,Allegro,1,249.99,150.0,40.0,0
1585,2024-04-12,19,1,Amazon,2,79.98,36.0,54.99,0
1586,2024-04-11,15,1,Amazon,1,229.99,150.0,34.78,0
1587,2024-12-14,17,4,Kaufland,1,59.99,30.0,49.99,0
1588,2024-08-30,20,4,Kaufland,1,129.99,72.0,44.61,0
1589,2024-12-18,6,7,Amazon,1,249.99,150.0,40.0,0
1590,2024-04-19,2,2,Allegro,2,1099.98,760.0,30.91,0
1591,2024-09-19,22,2,Allegro,1,99.99,55.0,44.99,0
1592,2024-11-27,22,1,Kaufland,1,99.99,55.0,44.99,0
1593,2024-06-05,8,3,Kaufland,2,399.98,240.0,40.0,0
1594,2024-06-27,9,4,Amazon,1,299.99,190.0,36.66,0
1595,2024-07-22,10,5,Kaufland,1,199.99,130.0,35.0,0
1596,2024-10-14,22,9,Kaufland,1,99.99,55.0,44.99,0
1597,2024-06-21,10,5,Amazon,3,599.97,390.0,35.0,0
1598,2024-11-29,9,3,Allegro,1,299.99,190.0,36.66,0
1599,2024-11-03,8,8,Kaufland,1,199.99,120.0,40.0,0
1600,2024-05-31,5,6,Allegro,1,399.99,260.0,35.0,0
1601,2024-10-19,13,6,Allegro,2,99.98,50.0,49.99,0
1602,2024-08-31,8,5,Allegro,3,599.97,360.0,40.0,0
1603,2024-12-02,17,3,Amazon,2,119.98,60.0,49.99,0
1604,2024-10-13,4,4,Allegro,2,1259.98,880.0,30.16,0
1605,2024-04-23,22,8,Allegro,1,99.99,55.0,44.99,0
1606,2024-07-09,10,4,Kaufland,1,199.99,130.0,35.0,0
1607,2024-10-25,4,4,Kaufland,1,629.99,440.0,30.16,0
1608,2024-12-14,16,8,Allegro,1,179.99,115.0,36.11,0
1609,2024-04-12,2,8,Amazon,1,549.99,380.0,30.91,1
1610,2024-04-02,15,2,Kaufland,2,459.98,300.0,34.78,0
1611,2024-01-30,21,9,Amazon,1,89.99,48.0,46.66,0
1612,2024-02-15,6,5,Amazon,1,249.99,150.0,40.0,0
1613,2024-07-15,14,4,Kaufland,1,129.99,75.0,42.3,0
1614,2024-09-28,12,9,Kaufland,1,279.99,160.0,42.86,0
1615,2024-06-25,21,6,Amazon,1,89.99,48.0,46.66,0
1616,2024-01-24,17,5,Amazon,1,59.99,30.0,49.99,0
1617,2024-12-17,17,5,Amazon,3,179.97,90.0,49.99,0
1618,2024-07-25,16,4,Amazon,1,179.99,115.0,36.11,0
1619,2024-09-15,5,2,Amazon,1,399.99,260.0,35.0,0
1620,2024-11-23,21,7,Amazon,1,89.99,48.0,46.66,0
1621,2024-02-25,2,5,Amazon,1,549.99,380.0,30.91,0
1622,2024-10-07,4,4,Amazon,1,629.99,440.0,30.16,0
1623,2024-06-03,7,5,Allegro,1,299.99,190.0,36.66,0
1624,2024-03-11,17,3,Allegro,1,59.99,30.0,49.99,1
1625,2024-02-28,17,6,Amazon,2,119.98,60.0,49.99,0
1626,2024-09-24,20,2,Amazon,3,389.97,216.0,44.61,0
1627,2024-09-11,14,3,Amazon,3,389.97,225.0,42.3,0
1628,2024-12-09,16,4,Amazon,1,179.99,115.0,36.11,0
1629,2024-02-16,19,5,Amazon,2,79.98,36.0,54.99,0
1630,2024-08-21,4,8,Allegro,3,1889.97,1320.0,30.16,0
1631,2024-01-21,15,1,Kaufland,2,459.98,300.0,34.78,0
1632,2024-02-18,22,3,Allegro,2,199.98,110.0,44.99,1
1633,2024-03-28,1,8,Allegro,1,699.99,490.0,30.0,1
1634,2024-07-09,20,3,Allegro,2,259.98,144.0,44.61,0
1635,2024-07-16,13,4,Amazon,1,49.99,25.0,49.99,0
1636,2024-02-27,14,5,Allegro,1,129.99,75.0,42.3,0
1637,2024-09-04,6,2,Kaufland,2,499.98,300.0,40.0,0
1638,2024-11-09,6,5,Allegro,1,249.99,150.0,40.0,0
1639,2024-07-29,5,4,Amazon,1,399.99,260.0,35.0,0
1640,2024-12-13,21,3,Allegro,1,89.99,48.0,46.66,0
1641,2024-06-22,19,2,Kaufland,1,39.99,18.0,54.99,0
1642,2024-05-07,20,1,Allegro,1,129.99,72.0,44.61,0
1643,2024-10-12,21,4,Kaufland,2,179.98,96.0,46.66,0
1644,2024-08-28,1,5,Amazon,2,1399.98,980.0,30.0,0
1645,2024-06-18,3,6,Amazon,3,1439.97,960.0,33.33,0
1646,2024-04-30,8,5,Amazon,1,199.99,120.0,40.0,0
1647,2024-08-16,19,4,Kaufland,1,39.99,18.0,54.99,1
1648,2024-01-19,21,1,Amazon,1,89.99,48.0,46.66,0
1649,2024-11-22,3,7,Kaufland,1,479.99,320.0,33.33,0
1650,2024-06-23,7,5,Amazon,1,299.99,190.0,36.66,0
1651,2024-11-13,8,7,Amazon,1,199.99,120.0,40.0,0
1652,2024-12-03,12,6,Amazon,1,279.99,160.0,42.86,0
1653,2024-09-24,21,9,Amazon,1,89.99,48.0,46.66,0
1654,2024-07-28,6,4,Kaufland,1,249.99,150.0,40.0,0
1655,2024-04-20,7,2,Kaufland,1,299.99,190.0,36.66,0
1656,2024-11-20,11,2,Amazon,2,359.98,220.0,38.89,0
1657,2024-09-15,15,4,Allegro,1,229.99,150.0,34.78,0
1658,2024-08-09,17,6,Allegro,2,119.98,60.0,49.99,0
1659,2024-12-20,17,6,Kaufland,1,59.99,30.0,49.99,0
1660,2024-11-06,5,2,Allegro,2,799.98,520.0,35.0,0
1661,2024-12-20,13,4,Allegro,2,99.98,50.0,49.99,0
1662,2024-03-09,11,9,Amazon,1,179.99,110.0,38.89,0
1663,2024-06-09,17,3,Allegro,2,119.98,60.0,49.99,1
1664,2024-12-31,21,2,Amazon,1,89.99,48.0,46.66,0
1665,2024-04-01,22,2,Allegro,1,99.99,55.0,44.99,0
1666,2024-10-14,11,6,Allegro,1,179.99,110.0,38.89,0
1667,2024-09-30,22,6,Allegro,1,99.99,55.0,44.99,0
1668,2024-03-15,1,4,Amazon,1,699.99,490.0,30.0,0
1669,2024-05-26,9,6,Amazon,1,299.99,190.0,36.66,0
1670,2024-10-04,2,5,Amazon,1,549.99,380.0,30.91,0
1671,2024-10-14,4,5,Allegro,2,1259.98,880.0,30.16,0
1672,2024-12-22,18,4,Allegro,1,49.99,22.0,55.99,0
1673,2024-12-16,13,4,Kaufland,1,49.99,25.0,49.99,0
1674,2024-08-14,1,6,Amazon,2,1399.98,980.0,30.0,1
1675,2024-11-04,21,4,Allegro,1,89.99,48.0,46.66,0
1676,2024-12-15,7,3,Amazon,1,299.99,190.0,36.66,1
1677,2024-05-22,17,2,Amazon,1,59.99,30.0,49.99,0
1678,2024-08-26,19,7,Amazon,2,79.98,36.0,54.99,0
1679,2024-11-16,5,8,Allegro,1,399.99,260.0,35.0,0
1680,2024-02-07,16,6,Allegro,2,359.98,230.0,36.11,0
1681,2024-09-15,8,9,Allegro,1,199.99,120.0,40.0,0
1682,2024-04-19,13,1,Amazon,1,49.99,25.0,49.99,0
1683,2024-09-28,10,2,Allegro,1,199.99,130.0,35.0,0
1684,2024-08-16,21,1,Allegro,1,89.99,48.0,46.66,0
1685,2024-06-13,20,2,Amazon,1,129.99,72.0,44.61,0
1686,2024-05-24,4,4,Allegro,1,629.99,440.0,30.16,0
1687,2024-09-06,12,4,Allegro,1,279.99,160.0,42.86,1
1688,2024-02-19,7,3,Amazon,1,299.99,190.0,36.66,1
1689,2024-04-17,18,5,Allegro,1,49.99,22.0,55.99,0
1690,2024-10-02,22,4,Amazon,2,199.98,110.0,44.99,0
1691,2024-12-17,14,5,Kaufland,1,129.99,75.0,42.3,0
1692,2024-04-01,11,1,Amazon,2,359.98,220.0,38.89,0
1693,2024-07-27,19,7,Kaufland,1,39.99,18.0,54.99,0
1694,2024-03-01,14,3,Amazon,1,129.99,75.0,42.3,0
1695,2024-01-24,20,1,Allegro,2,259.98,144.0,44.61,0
1696,2024-06-03,17,2,Allegro,1,59.99,30.0,49.99,0
1697,2024-01-16,15,4,Kaufland,1,229.99,150.0,34.78,0
1698,2024-10-06,5,6,Allegro,1,399.99,260.0,35.0,0
1699,2024-11-27,10,5,Kaufland,1,199.99,130.0,35.0,1
1700,2024-01-22,18,8,Amazon,1,49.99,22.0,55.99,0
1701,2024-04-17,18,5,Amazon,2,99.98,44.0,55.99,1
1702,2024-09-19,12,2,Kaufland,1,279.99,160.0,42.86,0
1703,2024-04-02,20,7,Amazon,1,129.99,72.0,44.61,0
1704,2024-10-08,2,8,Kaufland,1,549.99,380.0,30.91,0
1705,2024-04-11,10,5,Amazon,2,399.98,260.0,35.0,0
1706,2024-04-30,11,4,Allegro,1,179.99,110.0,38.89,0
1707,2024-11-11,7,3,Amazon,1,299.99,190.0,36.66,0
1708,2024-06-10,5,5,Amazon,3,1199.97,780.0,35.0,0
1709,2024-11-24,11,2,Amazon,1,179.99,110.0,38.89,0
1710,2024-09-02,5,5,Amazon,1,399.99,260.0,35.0,0
1711,2024-11-26,10,4,Amazon,1,199.99,130.0,35.0,0
1712,2024-11-16,5,8,Amazon,1,399.99,260.0,35.0,0
1713,2024-10-24,1,7,Allegro,1,699.99,490.0,30.0,0
1714,2024-10-05,7,8,Allegro,2,599.98,380.0,36.66,0
1715,2024-04-24,21,6,Amazon,2,179.98,96.0,46.66,0
1716,2024-02-16,10,2,Allegro,1,199.99,130.0,35.0,0
1717,2024-11-10,22,2,Kaufland,1,99.99,55.0,44.99,0
1718,2024-10-16,5,4,Amazon,1,399.99,260.0,35.0,1
1719,2024-09-06,16,8,Amazon,1,179.99,115.0,36.11,0
1720,2024-07-03,8,1,Amazon,1,199.99,120.0,40.0,1
1721,2024-02-22,2,1,Allegro,2,1099.98,760.0,30.91,0
1722,2024-10-05,9,7,Amazon,1,299.99,190.0,36.66,0
1723,2024-02-09,13,4,Allegro,1,49.99,25.0,49.99,0
1724,2024-06-25,8,4,Amazon,1,199.99,120.0,40.0,0
1725,2024-08-13,20,1,Kaufland,1,129.99,72.0,44.61,0
1726,2024-03-21,21,3,Amazon,1,89.99,48.0,46.66,0
1727,2024-06-18,4,5,Amazon,2,1259.98,880.0,30.16,0
1728,2024-11-27,16,4,Allegro,2,359.98,230.0,36.11,0
1729,2024-03-09,2,2,Allegro,1,549.99,380.0,30.91,0
1730,2024-04-02,19,2,Amazon,1,39.99,18.0,54.99,0
1731,2024-12-04,19,5,Kaufland,2,79.98,36.0,54.99,1
1732,2024-09-03,7,4,Kaufland,1,299.99,190.0,36.66,0
1733,2024-04-03,20,2,Allegro,1,129.99,72.0,44.61,0
1734,2024-08-20,6,6,Amazon,1,249.99,150.0,40.0,0
1735,2024-04-13,13,4,Amazon,1,49.99,25.0,49.99,1
1736,2024-02-19,22,4,Amazon,1,99.99,55.0,44.99,1
1737,2024-09-14,20,1,Allegro,2,259.98,144.0,44.61,0
1738,2024-01-01,22,2,Allegro,2,199.98,110.0,44.99,0
1739,2024-01-23,21,4,Amazon,1,89.99,48.0,46.66,0
1740,2024-10-28,16,6,Amazon,2,359.98,230.0,36.11,1
1741,2024-09-01,19,1,Amazon,2,79.98,36.0,54.99,1
1742,2024-07-28,3,3,Kaufland,1,479.99,320.0,33.33,0
1743,2024-01-04,1,5,Amazon,1,699.99,490.0,30.0,0
1744,2024-08-06,11,4,Amazon,1,179.99,110.0,38.89,0
1745,2024-05-21,18,4,Amazon,3,149.97,66.0,55.99,0
1746,2024-09-04,7,4,Allegro,1,299.99,190.0,36.66,0
1747,2024-06-25,16,3,Amazon,2,359.98,230.0,36.11,0
1748,2024-04-27,5,8,Allegro,1,399.99,260.0,35.0,0
1749,2024-06-22,6,2,Allegro,2,499.98,300.0,40.0,0
1750,2024-11-21,22,5,Amazon,1,99.99,55.0,44.99,0
1751,2024-02-15,5,4,Allegro,1,399.99,260.0,35.0,0
1752,2024-07-24,3,5,Allegro,1,479.99,320.0,33.33,0
1753,2024-03-30,20,1,Allegro,1,129.99,72.0,44.61,0
1754,2024-09-22,7,8,Kaufland,1,299.99,190.0,36.66,0
1755,2024-11-10,20,4,Allegro,1,129.99,72.0,44.61,0
1756,2024-02-14,8,5,Kaufland,3,599.97,360.0,40.0,0
1757,2024-04-12,12,5,Amazon,1,279.99,160.0,42.86,0
1758,2024-10-13,3,8,Allegro,3,1439.97,960.0,33.33,0
1759,2024-08-20,9,2,Kaufland,3,899.97,570.0,36.66,0
1760,2024-10-13,9,2,Allegro,1,299.99,190.0,36.66,0
1761,2024-10-02,4,7,Kaufland,2,1259.98,880.0,30.16,0
1762,2024-05-04,15,9,Allegro,2,459.98,300.0,34.78,1
1763,2024-01-15,15,5,Kaufland,1,229.99,150.0,34.78,0
1764,2024-12-12,13,5,Kaufland,2,99.98,50.0,49.99,0
1765,2024-01-05,14,9,Allegro,2,259.98,150.0,42.3,0
1766,2024-06-24,10,1,Allegro,1,199.99,130.0,35.0,1
1767,2024-10-20,16,3,Amazon,1,179.99,115.0,36.11,1
1768,2024-04-12,22,8,Amazon,1,99.99,55.0,44.99,0
1769,2024-05-07,9,2,Amazon,2,599.98,380.0,36.66,0
1770,2024-12-05,4,2,Amazon,1,629.99,440.0,30.16,0
1771,2024-07-09,18,9,Kaufland,1,49.99,22.0,55.99,0
1772,2024-09-18,19,8,Amazon,1,39.99,18.0,54.99,0
1773,2024-08-04,19,2,Allegro,1,39.99,18.0,54.99,0
1774,2024-03-30,17,4,Kaufland,1,59.99,30.0,49.99,0
1775,2024-01-07,17,4,Allegro,1,59.99,30.0,49.99,0
1776,2024-05-12,4,3,Allegro,1,629.99,440.0,30.16,0
1777,2024-07-06,9,4,Allegro,1,299.99,190.0,36.66,0
1778,2024-07-24,14,5,Amazon,1,129.99,75.0,42.3,0
1779,2024-02-21,5,9,Allegro,2,799.98,520.0,35.0,0
1780,2024-03-15,18,4,Amazon,2,99.98,44.0,55.99,0
1781,2024-09-12,16,7,Amazon,1,179.99,115.0,36.11,1
1782,2024-09-06,21,4,Allegro,1,89.99,48.0,46.66,0
1783,2024-03-24,19,1,Amazon,1,39.99,18.0,54.99,0
1784,2024-06-20,16,7,Amazon,1,179.99,115.0,36.11,0
1785,2024-01-11,18,8,Amazon,1,49.99,22.0,55.99,0
1786,2024-10-21,22,9,Amazon,1,99.99,55.0,44.99,0
1787,2024-09-06,10,4,Allegro,2,399.98,260.0,35.0,0
1788,2024-11-19,3,4,Amazon,3,1439.97,960.0,33.33,0
